name,extId,x,y,category,puic,prodclass,x_real,y2,join_id,join_name,isInAustria
Wien Rudolfsheim Anschützgasse (Mariahilfer Str.),22490,0,0,0,0,0,16.323035,48.190398,0,0,1
Wien Rustengasse,22491,0,0,0,0,0,16.327413,48.191359,0,0,1
Wien Mariahilfer Straße/Geibelgasse (Nr.170),22492,0,0,0,0,0,16.331557,48.191701,0,0,1
Wien Staglgasse,22493,0,0,0,0,0,16.335234,48.194191,0,0,1
Wien Westbahnhof (Gerstnerstraße),22494,0,0,0,0,0,16.337607,48.19687,0,0,1
Wien Westbahnhof (Schleife Süd),22495,0,0,0,0,0,16.337607,48.19687,0,0,1
Flughafen Linz Terminal,22528,0,0,0,0,0,16.563973,48.120587,0,0,1
Wien Holubstraße,23504,0,0,0,0,0,16.394563,48.23182,0,0,1
Wien Pensionistenwohnhaus Prater,23495,0,0,0,0,0,16.418636,48.213356,0,0,1
Wien Sturgasse,23496,0,0,0,0,0,16.415247,48.215783,0,0,1
Wien Leystraße,23510,0,0,0,0,0,16.376953,48.244045,0,0,1
Wien Elderschplatz (Engerthstraße),23497,0,0,0,0,0,16.411426,48.217671,0,0,1
Wien Engerthstraße/Innstraße,23505,0,0,0,0,0,16.392522,48.233519,0,0,1
Wien Hillerstraße (Engerthstraße ggü.197),23498,0,0,0,0,0,16.397565,48.229276,0,0,1
Wien Busterminal Stadion Center,23492,0,0,0,0,0,16.421,48.210309,0,0,1
Wien Stadion (Meiereistraße),23493,0,0,0,0,0,16.421,48.210309,0,0,1
Wien Jungstraße,23499,0,0,0,0,0,16.405853,48.22097,0,0,1
Wien Lassallestraße,23500,0,0,0,0,0,16.402491,48.223532,0,0,1
Wien Engerthstraße/Traisengasse,23506,0,0,0,0,0,16.389196,48.236332,0,0,1
Wien Vorgartenstraße (Westseite),23501,0,0,0,0,0,16.401862,48.224071,0,0,1
Wien Walcherstraße,23502,0,0,0,0,0,16.401197,48.226166,0,0,1
Wien Geistingergasse,23514,0,0,0,0,0,16.362894,48.245582,0,0,1
Wien Pensionsversicherungsanstalt,23503,0,0,0,0,0,16.397565,48.229276,0,0,1
Wien Forsthausgasse,23511,0,0,0,0,0,16.375101,48.245241,0,0,1
Wien Allerheiligengasse,23507,0,0,0,0,0,16.3864,48.238759,0,0,1
Wien Handelskai Bahnhst (Engerthstraße),23508,0,0,0,0,0,16.384908,48.241753,0,0,1
Wien Friedrich-Engels-Platz (Vorgartenstraße),23509,0,0,0,0,0,16.37956,48.24409,0,0,1
Wien Dr.-Adolf-Schärf-Heim (Forsthausgasse),23512,0,0,0,0,0,16.368781,48.2448,0,0,1
Wien Heiligenstadt Bf (Josef-Hindels-Gasse),23515,0,0,0,0,0,16.365446,48.249034,0,0,1
Wien Muthgasse,23513,0,0,0,0,0,16.366157,48.245043,0,0,1
Wien Michael-Neumann-Gasse,23518,0,0,0,0,0,16.367343,48.247092,0,0,1
Wien Mooslackengasse,23517,0,0,0,0,0,16.368332,48.248782,0,0,1
Wien Hillerstraße (Engerthstraße ggü.201),23516,0,0,0,0,0,16.397565,48.229276,0,0,1
Wien Dr.-Adolf-Schärf-Heim (Brigittenauer Lände),23519,0,0,0,0,0,16.368781,48.2448,0,0,1
Wien Friedrich-Engels-Platz (Nr.20),23520,0,0,0,0,0,16.37956,48.24409,0,0,1
Wien Praterbrücke,23521,0,0,0,0,0,16.434268,48.203342,0,0,1
Wien Stadion (Engerthstraße),23494,0,0,0,0,0,16.397565,48.229276,0,0,1
Wien Messe-Prater (Ausstellungsstraße),23522,0,0,0,0,0,16.406213,48.217896,0,0,1
Wien Perspektivstraße,23523,0,0,0,0,0,16.401098,48.217922,0,0,1
Wien Venediger Au,23524,0,0,0,0,0,16.396999,48.21794,0,0,1
Wien Klaschkaweg,23539,0,0,0,0,0,16.414042,48.199027,0,0,1
Wien Praterstern Bf (Heinestraße),23525,0,0,0,0,0,16.392153,48.219082,0,0,1
Wien Praterstern Bf (Hauptallee),23526,0,0,0,0,0,16.405628,48.209005,0,0,1
Wien Donaumarina (Wehlistraße),23527,0,0,0,0,0,16.431203,48.206066,0,0,1
Wien Stadionbad,23540,0,0,0,0,0,16.416451,48.204403,0,0,1
Wien Rennweg Bahnhst (Ungargasse),23528,0,0,0,0,0,16.38623,48.19491,0,0,1
Wien Krankenanstalt Rudolfstiftung,23529,0,0,0,0,0,16.390832,48.196627,0,0,1
Wien Eslarngasse,23530,0,0,0,0,0,16.395875,48.19678,0,0,1
Wien Pierre-de-Coubertin-Platz,23541,0,0,0,0,0,16.418384,48.206497,0,0,1
Wien Hainburger Straße,23531,0,0,0,0,0,16.397097,48.198991,0,0,1
Wien Apostelgasse,23532,0,0,0,0,0,16.398266,48.200331,0,0,1
Wien Kardinal-Nagl-Platz (Erdbergstraße),23533,0,0,0,0,0,16.401035,48.196978,0,0,1
Wien Ernst-Happel-Stadion,23542,0,0,0,0,0,16.419346,48.208933,0,0,1
Wien Lechnerstraße,23534,0,0,0,0,0,16.405053,48.196582,0,0,1
Wien Erdbergstraße/Schlachthausgasse,23535,0,0,0,0,0,16.408298,48.195018,0,0,1
Wien Ludwig-Koeßler-Platz (Schnirchgasse),23550,0,0,0,0,0,16.409035,48.195818,0,0,1
Wien Schlachthausgasse (Markhofgasse),23536,0,0,0,0,0,16.407408,48.194371,0,0,1
Wien Marathonweg,23543,0,0,0,0,0,16.426888,48.208673,0,0,1
Wien Ludwig-Koeßler-Platz (Schlachthausgasse),23537,0,0,0,0,0,16.407408,48.194371,0,0,1
Wien Schüttelstraße,23538,0,0,0,0,0,16.411363,48.197032,0,0,1
Wien Schipanygasse,23544,0,0,0,0,0,16.436983,48.201445,0,0,1
Wien Kardinal-Nagl-Platz (Rabengasse),23551,0,0,0,0,0,16.401035,48.196978,0,0,1
Wien Stadlauer Brücke,23545,0,0,0,0,0,16.438682,48.200277,0,0,1
Wien Praterkai Bahnhst (Handelskai),23546,0,0,0,0,0,16.441037,48.199504,0,0,1
Wien Aspernallee (Schule),23547,0,0,0,0,0,16.44474,48.197301,0,0,1
Wien Rabengasse,23552,0,0,0,0,0,16.397601,48.194083,0,0,1
Wien Lusthaus,23548,0,0,0,0,0,16.439464,48.192968,0,0,1
Wien Klimschgasse,23553,0,0,0,0,0,16.395911,48.19269,0,0,1
Küb Bahnhst (Bahngasse),24825,0,0,0,0,0,16.38338,48.234786,0,0,1
Flughafen Wien CAT-Terminal,25023,0,0,0,0,0,16.563973,48.120587,0,0,1
Köppling Bahnhof,29184,0,0,0,0,0,16.331926,48.174433,0,0,1
Wien Aichholzgasse,30135,0,0,0,0,0,16.324141,48.18033,0,0,1
Wien Tivoligasse (Nr.52),30136,0,0,0,0,0,16.32175,48.180518,0,0,1
Wien Schwenkgasse (Pohlgasse),30137,0,0,0,0,0,16.320788,48.178882,0,0,1
Wien Ruckergasse/Pohlgasse,30138,0,0,0,0,0,16.327081,48.178397,0,0,1
Wien Meidlinger Hauptstraße/Pohlgasse,30139,0,0,0,0,0,16.329687,48.178163,0,0,1
Wien Zeleborgasse,30140,0,0,0,0,0,16.333822,48.176797,0,0,1
Wien Dörfelstraße (Hoffmeistergasse),30141,0,0,0,0,0,16.296176,48.164518,0,0,1
Wien Meidling Bf (Eichenstraße/Wilhelmstraße),19425,0,0,0,0,0,16.328977,48.183548,0,0,1
